#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-12-14T17:46:42 [V7.32.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-12-14T17:46:42	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-nav=cat:I/357&tab:{I/357/tbosb2}&key:source=I/357/tbosb2&HTTPPRM:&&-ref=VIZ657a1080303950&-file=.&-oc.form=sexa&-c.r=  2&-c.geom=r&-order=I&-out.form=verb&-out.orig=standard&-out=Source&-out=NSSmodel&-out=RA_ICRS&-out=DE_ICRS&-out=Per&-out=Tperi&-out=ecc&-out=Vcm&-out=K1&-out=K2&-out=omega&-out=Flags&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/357/tbosb2
#-order=I
#-out.orig=standard
#-out=SolID
#-out=Source
#-out=NSSmodel
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Per
#-out=e_Per
#-out=Tperi
#-out=e_Tperi
#-out=ecc
#-out.all=2
#-out=e_ecc
#-out=Vcm
#-out=e_Vcm
#-out=K1
#-out=e_K1
#-out=K2
#-out=e_K2
#-out=omega
#-out=e_omega
#-out=NRVp
#-out=NgRVp
#-out=NRVs
#-out=NgRVs
#-out.all=2
#-out=bitIndex
#-out=ObjFunc
#-out=goodness
#-out=eff
#-out=Signi
#-out=Flags
#-out=ConfPersp
#-out=_RA.icrs
#-out=_DE.icrs
#-out.all=2
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.6	
#INFO	-out.max=unlimited	

#RESOURCE=yCat_1357
#Name: I/357
#Title: Gaia DR3 Part 3. Non-single stars (Gaia Collaboration, 2022)
#INFO	ivoid=ivo://cds.vizier/i/357	
#INFO	publisher=CDS	
#INFO	creator=Gaia collaboration	
#INFO	related_resource=bibcode:2022yCat.1357....0G	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/357	
#INFO	publication_date=2022-10-17	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Coosys	H_2016.000:	ICRS
#Table	I_357_tbosb2:
#Name: I/357/tbosb2
#Title: Non-single-star orbital models for sources compatible with Double Lined Spectroscopic binary model (nss_two_body_orbit)
#Column	SolID	(I19)	Solution Identifier (solution_id)	[ucd=meta.version]
#Column	Source	(I19)	Source Identifier (source_id)	[ucd=meta.id;meta.main]
#Column	NSSmodel	(A3)	[SB2] NSS model adopted (nss_solution_type)	[ucd=meta.record]
#Column	RA_ICRS	(F15.11)	Right ascension (ICRS) at Ep=2016.0 (added by CDS) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Declination (ICRS) at Ep=2016.0 (added by CDS) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Per	(F22.17)	Orbital Period (period)	[ucd=time.period]
#Column	e_Per	(D14.7)	Standard error of Orbital Period (period_error)	[ucd=stat.error;time.period]
#Column	Tperi	(D22.15)	Periastron epoch relative to 2016.0 (t_periastron)	[ucd=time.epoch]
#Column	e_Tperi	(D13.6)	Standard error of Periastron epoch (t_periastron_error)	[ucd=stat.error;time.epoch]
#Column	ecc	(D21.14)	eccentricity (eccentricity)	[ucd=src.orbital.eccentricity]
#Column	e_ecc	(D13.6)	Standard error of eccentricity (eccentricity_error)	[ucd=stat.error;src.orbital.eccentricity]
#Column	Vcm	(F23.18)	The velocity of the center of mass (center_of_mass_velocity)	[ucd=phys.veloc]
#Column	e_Vcm	(F12.9)	Standard error of The velocity of the center of mass (center_of_mass_velocity_error)	[ucd=stat.error;phys.veloc]
#Column	K1	(F19.15)	Semi-amplitude of the center of mass (semi_amplitude_primary)	[ucd=phys.veloc]
#Column	e_K1	(F12.9)	Standard error of Semi-amplitude of the center of mass (semi_amplitude_primary_error)	[ucd=stat.error;phys.veloc]
#Column	K2	(F19.15)	The semiamplitude of the radial velocity curve for second component (semi_amplitude_secondary)	[ucd=spect.dopplerVeloc]
#Column	e_K2	(F12.9)	Standard error of The semiamplitude of the radial velocity curve for second component (semi_amplitude_secondary_error)	[ucd=stat.error]
#Column	omega	(F21.17)	Argument of periastron (arg_periastron)	[ucd=src.orbital.periastron]
#Column	e_omega	(F12.8)	Standard error of Argument of periastron (arg_periastron_error)	[ucd=stat.error]
#Column	NRVp	(I2)	Total number of radial velocities considered for the primary (rv_n_obs_primary)	[ucd=meta.number]
#Column	NgRVp	(I2)	Total number of radial velocities actually used for the primary (rv_n_good_obs_primary)	[ucd=meta.number]
#Column	NRVs	(I2)	Total number of radial velocities considered for the secondary in the case of SB2 (rv_n_obs_secondary)	[ucd=meta.number]
#Column	NgRVs	(I2)	Total number of radial velocities actually used for the secondary in the case of SB2 (rv_n_good_obs_secondary)	[ucd=meta.number]
#Column	bitIndex	(I3)	[255] boolean mask for the fields above in the corrVec matrix (bit_index) (1)	[ucd=meta.code.status]
#Column	ObjFunc	(F12.7)	value of the objective function at the solution (obj_func)	[ucd=stat.fit.param]
#Column	goodness	(F13.10)	goodness of fit in the Hipparcos sense (goodness_of_fit)	[ucd=stat.fit.goodness]
#Column	eff	(F12.9)	Efficiency of the solution (efficiency)	[ucd=stat.fit.param]
#Column	Signi	(F12.7)	The significance of the solution (i.e. how worth keeping a model is) (significance)	[ucd=stat.fit.param]
#Column	Flags	(I8)	Quality flag for the achieved NSS solution (flags) (G2)	[ucd=meta.code.error]
#Column	ConfPersp	(F6.3)	The probability of the period for not being due to (gaussian white) noise. Relevant for SB1 (conf_spectro_period)	[ucd=stat.probability]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2016. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2016. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
SolID	Source	NSSmodel	RA_ICRS	DE_ICRS	Per	e_Per	Tperi	e_Tperi	ecc	e_ecc	Vcm	e_Vcm	K1	e_K1	K2	e_K2	omega	e_omega	NRVp	NgRVp	NRVs	NgRVs	bitIndex	ObjFunc	goodness	eff	Signi	Flags	ConfPersp	_RA.icrs	_DE.icrs
4338096422163308546	6459054913905669760	SB2	324.90086084202	-57.43546369554	  20.94451065777577625	 2.7051310e-03	 9.620931261063281e-01	 2.492775e-02	 8.38082498546590e-01	 2.806856e-03	   9.640654360915974053	 0.176924820	 57.723467198561643	 0.604757600	 54.573560807413592	 0.502653300	 56.16609688317021210	  0.59507860	29	29	29	29	255	1766.7579000	34.2248200000	 0.577241840	  95.4489300	 8388608	 1.000	324.90086084202	-57.43546369554
4338096422163308546	6459062747926048000	SB2	324.47539266644	-57.38808362014	   9.33397853483368323	 4.3512280e-04	-1.294577872463763e-01	 1.213514e+00	 7.70510650156390e-03	 7.389170e-03	  19.748811469617244541	 0.333636080	 60.494372775056362	 0.553391100	 70.224197666670861	 0.655072100	 27.36340931871860249	 46.98603000	34	34	34	34	255	 229.7554300	 9.6016960000	 0.210778640	 109.3157650	 8388608	 1.000	324.47539266644	-57.38808362014
4338096422163308546	6459744170257403136	SB2	320.95964331481	-56.75366963324	   8.01966871779514001	 7.4139410e-04	 3.373903165292653e+00	 3.760951e-02	 5.48910792086300e-01	 1.963089e-02	  12.937935169880994124	 0.618929300	 44.194203812628480	 0.963697800	 39.585874410066417	 1.176404800	 31.78145186329939520	  2.30768060	22	22	22	22	255	 684.0268600	21.3867650000	 0.842379300	  45.8589860	 8388608	 1.000	320.95964331481	-56.75366963324
4338096422163308546	6461054204001955328	SB2	328.00930784360	-55.23130136303	  36.69861507844247228	 1.8838380e-02	 2.238398168495566e+00	 2.149117e-01	 3.95643375260006e-01	 1.322715e-02	 -37.514814868628775457	 0.340602340	 47.328049327757959	 1.296817200	 42.612139716815257	 1.149045200	 73.15053910279766569	  2.18790050	28	28	28	28	255	 309.8589800	12.9711930000	 0.488180880	  36.4955440	 8388608	 1.000	328.00930784360	-55.23130136303
4338096422163308546	6461730369293803264	SB2	325.90182501774	-54.31427612806	  31.40626514354659093	 1.2371385e-02	 1.895851368222558e+00	 7.251065e-01	 1.49395916136277e-01	 3.129496e-02	  -4.761274495146194496	 0.727730930	 95.084562240871321	 3.542619700	100.931448253887211	 3.852820900	 63.98962878580172742	  8.36995400	19	19	19	19	255	1109.3269000	27.0725920000	 0.221203500	  26.8401830	 8388608	 0.994	325.90182501774	-54.31427612806
4338096422163308546	 961371705579589120	SB2	 90.29137835698	+43.98641375597	  21.35170691784799857	 1.4210850e-03	 4.596098488003898e+00	 1.135840e-01	 2.07840382216279e-01	 6.566752e-03	  32.953852492931879681	 0.183014180	 41.037447546911984	 0.332107370	 42.543010993435800	 0.334786270	352.69238730868795528	  2.28121540	15	15	15	15	255	  55.3423580	 4.1980350000	 0.563109400	 123.5668100	 8388608	 1.000	 90.29137835698	+43.98641375597
4338096422163308546	 962654492052291072	SB2	 92.82688030714	+43.70496929673	   4.46589782477386699	 1.7628819e-04	 1.877841496089659e+00	 4.985489e-01	 2.41529217230434e-02	 1.786921e-02	  30.835658219211943276	 0.982153060	 92.696668670910043	 2.005079700	 91.719567239808100	 2.009719800	259.97078404416197372	 40.56728700	14	14	14	14	255	   8.1532690	-1.5899200000	 0.309731780	  46.2309100	 8388608	 0.991	 92.82688030714	+43.70496929673
4338096422163308546	 963282721210715008	SB2	 92.07902889639	+45.55432721216	   0.82572608053636498	 4.1113680e-06	 2.527630969173496e-01	 2.290196e-03	 3.24645532345930e-01	 1.084544e-02	  -1.660490334687803493	 0.888165300	185.968508704021531	 3.025354900	161.251904662974056	 3.007382900	274.05663042993529643	  1.37089820	19	19	19	19	255	1070.8569000	26.6305300000	 0.650399200	  61.4699820	25165824	 0.999	 92.07902889639	+45.55432721216
4338096422163308546	4473122917395991296	SB2	268.94961739715	 +5.48597280663	   2.82961795706166885	 4.1242290e-05	-4.443628814520263e-01	 6.029948e-03	 5.30252330963094e-01	 6.771570e-03	 -36.311377164867828071	 0.246558430	 57.354585345221949	 0.570641400	 55.803013436565976	 0.563223240	 83.18508779593386748	  0.91419095	32	32	32	32	255	1840.7593000	34.9955330000	 0.688573360	 100.5089900	 8388608	 1.000	268.94961739715	 +5.48597280663
4338096422163308546	6906029274184301312	SB2	306.09896277707	 -8.55535863617	   7.35555811079975985	 3.6978880e-04	 1.711127000237124e+00	 1.167264e-01	 8.68447701091384e-02	 1.058641e-02	 -38.273210688115504752	 0.284110580	 51.140581241369894	 0.551614940	 54.310202932909149	 0.635196500	341.74177637004441976	  5.57433940	15	15	15	15	255	  32.9236870	 2.1177442000	 0.407720360	  92.7106550	 8388608	 1.000	306.09896277707	 -8.55535863617
4338096422163308546	1822570372806513792	SB2	301.55227159792	+19.10236685091	   7.10870645274998747	 1.4157300e-04	-1.942940659639055e+00	 3.454365e-01	 1.36918552586664e-02	 3.411679e-03	 -49.242585357054608153	 0.163604290	 70.732719551283012	 0.294319960	 69.760781502730097	 0.293158300	328.04648012936718260	 17.70938700	18	18	18	18	255	  26.3480830	 0.4246531000	 0.240250770	 240.3259300	 8388608	 1.000	301.55227159792	+19.10236685091
4338096422163308546	5839249862750676992	SB2	200.11868295563	-73.77133833800	   1.75060674806942673	 2.7511149e-05	-5.845098613249472e-01	 2.039169e-02	 2.00964121039744e-01	 1.696400e-02	 -17.171156553707525916	 0.536919500	 54.925113308863523	 1.481237000	 55.714912634231467	 1.474039700	301.45914909970986173	  4.55623630	14	14	14	14	255	 147.3934200	 9.4202360000	 0.495365260	  37.0805700	 8388608	 0.992	200.11868295563	-73.77133833800
4338096422163308546	6002693954155147136	SB2	231.74215969571	-40.85439666620	   1.08746222880869592	 9.9765410e-06	 4.525133466641900e-01	 1.602604e-02	 1.45989643652623e-01	 1.248589e-02	 -17.903685753467549091	 0.878159200	101.088913278759350	 1.454905200	 95.156877411756625	 1.885938200	351.14566103476437320	  5.73029400	16	16	16	16	255	 468.3166000	17.7594900000	 0.494772050	  69.4814450	 8388608	 0.991	231.74215969571	-40.85439666620
4338096422163308546	6003118090765480192	SB2	232.29488795839	-40.10604040024	   4.16087289134533300	 1.0215929e-04	-8.261458762618523e-01	 1.780177e-01	 1.50114815393480e-02	 5.584410e-03	 -47.336291781696672842	 0.247466700	 79.037025133632923	 0.572380900	 82.516821527009981	 0.543973570	 29.64495068615470075	 15.46581500	15	15	15	15	255	  40.5270460	 2.9070718000	 0.251079950	 138.0846700	 8388608	 1.000	232.29488795839	-40.10604040024
4338096422163308546	 535540335430392704	SB2	 22.52292412102	+73.75881350406	  49.71546211239739677	 7.0398870e-03	 2.486367666151554e-01	 2.242472e-01	 2.88736670677076e-01	 7.436359e-03	 -16.259338290447001185	 0.306685540	 53.608275816128312	 0.767040130	 55.650821612674719	 0.735947550	325.09381468605243981	  1.86225180	24	24	24	24	255	 763.9151000	22.5881400000	 0.621955100	  69.8897900	 8388608	 1.000	 22.52292412102	+73.75881350406
4338096422163308546	 535831534213551616	SB2	 20.38008272584	+74.58016792409	   2.75873490111238695	 7.6225840e-06	 2.718929628711820e-01	 5.153513e-02	 1.05255925562562e-02	 1.449211e-03	   5.927250361048204574	 0.079945910	 80.687756224664909	 0.152934490	 94.929194052357118	 0.155801280	 10.27526040513550321	  6.71823000	27	27	27	27	255	 360.9494300	14.4848360000	 0.278486100	 527.5968000	 8388608	 1.000	 20.38008272584	+74.58016792409
4338096422163308546	5433859551931948160	SB2	149.67974435784	-36.81587376777	   2.11539981303987412	 3.0150217e-05	-1.744279741931325e-01	 2.162698e-02	 1.58678832025664e-01	 9.981492e-03	  38.332823143834175994	 0.515157940	 71.765461433438304	 0.987123900	 80.520152897265135	 0.907467370	325.59146366732881006	  3.95341200	48	48	48	48	255	1761.5361000	34.2238430000	 0.522713840	  72.7015800	 8388608	 1.000	149.67974435784	-36.81587376777
4338096422163308546	5434303342313810944	SB2	151.17719676386	-36.19823993409	   0.99378918805138095	 8.7005210e-06	 4.559953460964324e-01	 4.086279e-02	 5.85291431652971e-02	 2.073298e-02	  20.228643257267307831	 0.512903600	 36.800294274109874	 1.074174800	 41.803898705535460	 1.136483900	 91.19530004725562833	 15.04709600	57	57	57	57	255	 203.7184400	 5.6028743000	 0.408751760	  34.2591300	 8388608	 1.000	151.17719676386	-36.19823993409
4338096422163308546	5434985623639316096	SB2	148.33685361924	-35.33009601943	   9.08359227935181757	 8.6525730e-04	-2.011756587894514e+00	 3.211455e-02	 5.28241115108959e-01	 1.445396e-02	 -13.057397711644821214	 0.348963440	 36.290090818014207	 0.863684100	 38.716887730785920	 1.114900400	358.26977903632416655	  1.77214880	42	42	42	42	255	2123.1367000	37.6657400000	 0.667718230	  42.0177800	 8388608	 1.000	148.33685361924	-35.33009601943
4338096422163308546	5435121997440430336	SB2	147.20172669761	-35.22587099905	  19.25517888918627918	 8.6101744e-04	-3.191614157390134e+00	 3.193323e-02	 4.37026827574698e-01	 7.215237e-03	   9.583194706672683694	 0.147505180	 44.526559626386494	 0.423253900	 45.473104098522001	 0.423870100	 80.02763120907624739	  0.74293190	51	51	51	51	255	 624.7079000	18.3139780000	 0.626194540	 105.2005900	 8388608	 1.000	147.20172669761	-35.22587099905
4338096422163308546	5809442209911580416	SB2	247.33075389053	-68.00929544600	   1.89238583423846407	 3.3589728e-05	 6.824076858103042e-01	 4.766683e-02	 9.41685133474351e-02	 1.954010e-02	  -4.794165562928885294	 0.557188600	 49.367979220774608	 0.999010800	 49.660351934173846	 0.998160500	 53.02255497868105749	  9.29922700	35	35	35	35	255	 593.3274500	18.9769400000	 0.528732100	  49.4168620	 8388608	 0.997	247.33075389053	-68.00929544600
4338096422163308546	5809746534104402816	SB2	266.58704266222	-71.42149028193	  13.41452768444266042	 3.5360904e-04	 3.878852027885068e+00	 1.797304e-02	 7.26010339379085e-01	 1.247001e-02	  52.019228868069930627	 0.171547410	 39.067170911189336	 1.660348800	 36.582206933569033	 1.575057300	353.61218403469899840	  1.05218090	30	30	30	30	255	2941.3562000	43.3133960000	 0.310736180	  23.5294970	 8388608	 1.000	266.58704266222	-71.42149028193
4338096422163308546	5810120505498585728	SB2	265.41603254388	-70.20740527007	  16.69401361518750448	 3.1924585e-03	-5.559733221398761e+00	 1.256883e-01	 2.50768515057715e-01	 1.203760e-02	  -2.023003017916019441	 0.330111320	 57.685094467074890	 0.597580800	 59.036770876665152	 0.678230400	283.74542284324218144	  2.26493980	38	38	38	38	255	  53.4813230	-0.9269686000	 0.473467260	  96.5310400	 8388608	 1.000	265.41603254388	-70.20740527007
4338096422163308546	6026440072498295040	SB2	254.63304356380	-33.42018915932	  69.68782501519314110	 3.4372210e-02	 2.048767288930626e+01	 3.612829e-01	 5.23616661047114e-01	 1.432335e-02	 -40.591472418587891013	 0.497546760	 27.764913340753399	 0.667486100	 34.727250234754059	 0.720616900	 20.21696643950838279	  3.03783900	15	15	15	15	255	 279.5844700	13.5666090000	 0.466644300	  41.5962450	 8388608	 0.990	254.63304356380	-33.42018915932
4338096422163308546	2167195417587151744	SB2	312.70186403580	+48.52273294537	   3.02531635253176789	 3.4623514e-05	 1.101178165879513e-01	 1.895424e-02	 1.99825082757665e-01	 1.248576e-02	 -49.045585583940948027	 0.421723200	 66.211028747447571	 1.038047100	 61.596050336468259	 0.988640300	 54.08591421500328522	  2.45338100	22	22	22	22	255	 422.4759800	16.4450110000	 0.556227900	  63.7842200	 8388608	 1.000	312.70186403580	+48.52273294537
4338096422163308546	6080340675029825280	SB2	196.93619120459	-51.99359603702	   6.86739642394173622	 1.4545444e-04	-3.136690206788050e+00	 1.482011e-01	 5.61893255500060e-02	 7.191698e-03	  15.504009591895989928	 0.295398240	 62.673215099807884	 0.709582800	 71.661867941135384	 0.722443500	348.10626287652564770	  7.93599500	26	26	26	26	255	 660.8910000	20.8292730000	 0.336492720	  88.3240360	 8388608	 1.000	196.93619120459	-51.99359603702
4338096422163308546	  79954497002705024	SB2	 32.53080261002	+16.05753666038	   0.83823749921005730	 5.0210490e-06	 3.014371483065091e-01	 1.853420e-02	 7.48481218710754e-02	 1.425873e-02	   1.057880256920448181	 0.425147150	 60.939475442499969	 0.817573670	 64.242624703515389	 0.880811750	 10.42473603243525559	  8.00505500	13	13	13	13	255	 254.0040600	13.0452210000	 0.361865400	  74.5369900	25165824	 0.991	 32.53080261002	+16.05753666038
4338096422163308546	  83064603080891392	SB2	 38.76812220046	+18.05975773690	   0.86160241226533907	 5.4784850e-07	 3.610862523597746e-01	 2.255221e-03	 1.12507832638071e-01	 1.876461e-03	 -29.705870711367609260	 0.107187520	 72.694121694400152	 0.224189220	 69.578279700173070	 0.219837860	294.87798130674076447	  0.99838537	13	13	13	13	255	2592.4950000	37.4298800000	 0.412016960	 324.2534200	25165824	 0.998	 38.76812220046	+18.05975773690
4338096422163308546	5336602903775728896	SB2	172.24605875633	-58.60955582135	   6.23755261437748310	 6.5987406e-04	 7.580891884409113e-01	 3.996977e-02	 4.63139908953920e-01	 1.311740e-02	  20.494900343284278676	 0.411178100	 53.722695516150324	 1.380901000	 62.088859965210816	 1.491937800	267.30530338923921363	  1.89696790	16	16	16	16	255	 545.2097000	19.1703070000	 0.523345800	  38.9040900	 8388608	 0.995	172.24605875633	-58.60955582135
4338096422163308546	3934494646512883072	SB2	193.11435032749	+16.12242911945	   0.69125142003882556	 1.9957033e-06	-2.150325603188498e-01	 6.012380e-03	 1.41178615797289e-01	 1.268522e-02	 -17.229500827656156758	 0.329034900	 71.731642592847038	 1.608454300	 65.877556638362776	 1.611964000	238.99898406235058701	  3.17512870	36	36	36	36	255	2366.9998000	39.5659700000	 0.448142440	  44.5966300	25165824	 1.000	193.11435032749	+16.12242911945
4338096422163308546	3935381093402439040	SB2	188.94381427798	+16.82972025938	   1.12208095562239540	 1.1684881e-05	-5.540712255685292e-01	 2.713192e-03	 5.57673125334681e-01	 3.104856e-02	  -9.670992929484803824	 0.318483680	 69.974821020123983	 4.407283300	 75.488601334039501	 4.737763400	  1.01591112254848093	  0.97892320	11	11	11	11	255	 100.2608100	 7.9058080000	 0.234121410	  15.8770880	25174016	 0.952	188.94381427798	+16.82972025938
4338096422163308546	3939603218053503360	SB2	198.08827923391	+18.71339318553	  71.97171146446557088	 6.5038870e-03	-1.727441230818195e+01	 7.153827e-02	 7.76207167839401e-01	 5.721174e-03	 -24.038256244139819984	 0.079795845	 15.356115462046327	 0.364695370	 16.612901375920611	 0.411759730	338.83304992333012251	  0.93278570	19	19	19	19	255	1876.3735000	34.3099060000	 0.629123100	  42.1066930	 8388608	 1.000	198.08827923391	+18.71339318553
4338096422163308546	3939784018997099904	SB2	199.13387829209	+19.78542133234	   7.38340503136568937	 3.9110082e-04	 1.726357071591865e+00	 1.839527e-02	 4.70245403822508e-01	 5.811998e-03	 -21.869609341212065345	 0.305686100	104.500057722002026	 1.686714500	108.869244819611779	 1.743662100	 45.85503203501012592	  1.76423970	20	20	20	20	255	1748.8147000	33.4003870000	 0.319261700	  61.9548000	 8388608	 1.000	199.13387829209	+19.78542133234
4338096422163308546	3944246249499094272	SB2	195.76187938486	+21.92307195912	   7.39064871606610296	 4.7580295e-04	-2.689255794109783e+00	 1.964993e-01	 1.00048199968105e-01	 1.053197e-02	   4.114097738216976552	 0.402380260	 67.665938049365764	 1.069520500	 64.899860160369116	 1.035576800	273.25350985446232244	  9.51253900	20	20	20	20	255	  21.1064450	-0.9201186300	 0.360787030	  63.2675500	 8388608	 1.000	195.76187938486	+21.92307195912
4338096422163308546	3944425126298015872	SB2	194.92087452123	+22.29798880062	   8.61907459144010346	 9.5481140e-04	 2.422753394269469e-02	 5.450489e-02	 3.63447752552757e-01	 1.949929e-02	 -34.578870913860917824	 0.318139580	 25.343614850815424	 0.624119600	 27.871992340614543	 0.664411900	 29.17080784797841631	  2.62502550	31	31	31	31	255	 729.4474000	21.7188000000	 0.724073350	  40.6069830	 8388608	 0.999	194.92087452123	+22.29798880062
4338096422163308546	3945640739481359616	SB2	185.99843598462	+16.49842251113	  46.13979204886550178	 1.1037795e-02	-2.416786128797175e+00	 3.808930e-01	 2.89042646053270e-01	 1.389423e-02	   4.008200031191605284	 0.208798540	 24.444596592738996	 0.603937150	 25.744423868218707	 0.571984000	284.68986366099125007	  3.70826130	18	18	18	18	255	 297.5654000	13.7569030000	 0.361537460	  40.4753950	 8388608	 1.000	185.99843598462	+16.49842251113
4338096422163308546	3949160722878384768	SB2	188.71801244681	+20.24955837613	   2.29663232449218224	 4.3244276e-05	-1.586286373997745e-01	 1.652393e-02	 2.58669171551566e-01	 9.902988e-03	   0.822339387932150445	 0.308470370	 47.251430597472201	 0.694051860	 46.839683738235756	 0.651380300	334.26655867265998268	  2.30861200	20	20	20	20	255	 737.7420000	22.2657280000	 0.581005300	  68.0805400	 8388608	 0.995	188.71801244681	+20.24955837613
4338096422163308546	3954536956780305792	SB2	190.03030998203	+20.80747204489	 228.49899278338085651	 1.4492081e-01	 4.746675538914484e+01	 1.493427e+00	 1.54113719819802e-01	 8.445589e-03	 -22.432144231109827359	 0.068418115	 18.031892749329383	 0.209685240	 18.928003063544065	 0.268931030	109.53373585691875292	  2.64713380	19	19	19	19	255	2407.2385000	38.2095100000	 0.443571120	  85.9950560	 8388608	 1.000	190.03030998203	+20.80747204489
4338096422163308546	3954557813141537536	SB2	190.67150455871	+20.98985551024	   5.11087380945332193	 2.1176614e-04	 7.502750667208387e-01	 6.801665e-01	 9.51438908610193e-03	 6.028208e-03	  -7.677383227363469231	 0.394123350	 81.382908340832799	 0.796119400	 83.592351490235274	 0.823556200	336.72162722811719959	 47.81630000	19	19	19	19	255	  83.0653800	 5.2067520000	 0.236332540	 102.2245000	 8388608	 1.000	190.67150455871	+20.98985551024
4338096422163308546	3955295001329108352	SB2	189.81561677743	+21.02885499748	   8.61669319498224517	 2.4401382e-04	-2.713979581111104e+00	 1.834230e-02	 2.90811820114946e-01	 6.804132e-03	 -26.324826089260987771	 0.156823000	 49.123075737159901	 0.351243260	 45.564459522678156	 0.409838620	  9.33919600218943735	  1.00236000	28	28	28	28	255	 536.8802500	18.3945350000	 0.618687400	 139.8548600	 8388608	 1.000	189.81561677743	+21.02885499748
4338096422163308546	3955895059799912320	SB2	191.77798337424	+22.61678895365	   0.65315265136385614	 1.2847627e-06	 6.216066992339758e-02	 5.799465e-03	 7.21694541474042e-02	 4.704105e-03	  -0.287645372578140601	 0.124905050	 46.044480633405783	 0.268466110	 47.469717690937088	 0.271724880	 14.57229134046316510	  3.15799620	13	13	13	13	255	4202.7440000	45.3348960000	 0.400240870	 171.5094800	25165824	 0.990	191.77798337424	+22.61678895365
4338096422163308546	3956996392493718400	SB2	195.31299935330	+23.62972339962	   9.01592928349464273	 4.0635320e-04	 1.927320239243571e+00	 3.393322e-02	 2.41141177744893e-01	 5.564805e-03	  -0.563752094111055202	 0.167233290	 60.079278826731951	 0.464328380	 62.037962814563215	 0.473627800	 47.23691222262041123	  1.33368650	29	29	29	29	255	  76.4166000	 2.7217050000	 0.486173660	 129.3896300	 8388608	 1.000	195.31299935330	+23.62972339962
4338096422163308546	4479481221343488256	SB2	279.30992533052	 +8.89422364005	  60.91290438913754457	 8.6757920e-02	-2.939948303065434e+01	 8.864101e-01	 1.62577707744989e-01	 6.234120e-02	 -25.709838895334147679	 0.727052500	 85.309273019052824	 4.892900000	 81.473657324305847	 4.410266000	199.15388810576280321	  5.64856150	10	10	10	10	255	  29.9191340	 3.4799810000	 0.206286430	  17.4353200	 8388608	 0.999	279.30992533052	 +8.89422364005
4338096422163308546	2044940547896672640	SB2	291.67184882508	+31.11158283360	  10.67285442814978147	 4.5554107e-04	-1.133116145611447e+00	 1.631463e-01	 8.48839280775085e-02	 8.392240e-03	  23.143047220416487875	 0.272460820	 57.798230783496976	 0.589686700	 54.253312458201066	 0.978266360	292.47948065700802545	  5.37666370	18	18	18	18	255	 126.4691540	 7.7882743000	 0.421250670	  98.0151500	 8388608	 1.000	291.67184882508	+31.11158283360
4338096422163308546	2045157156004854656	SB2	292.23456779943	+32.29503908176	   7.15092085124867172	 2.6448790e-04	 3.013077454421408e+00	 6.532661e-02	 1.82946646986277e-01	 8.936900e-03	 -26.780182663272999122	 0.363606630	 53.689439433515972	 0.578482100	 54.793387975720115	 0.998682740	 22.33142346283043977	  3.44426870	25	25	25	25	255	1314.4862000	29.6075520000	 0.516239400	  92.8108900	 8388608	 1.000	292.23456779943	+32.29503908176
4338096422163308546	5199428588964554240	SB2	176.99288822960	-80.86401654339	   5.09495911674977364	 1.4957905e-04	-1.628274721738695e+00	 1.806780e-01	 4.41626807689518e-02	 1.057327e-02	   7.729408701397046499	 0.363946800	 52.937853745399046	 0.753013500	 54.249696395742383	 0.752373100	 42.54082336366690953	 12.89173900	19	19	19	19	255	 105.7722200	 6.5431457000	 0.374181500	  70.3013300	 8388608	 0.997	176.99288822960	-80.86401654339
